ID,Udzial,Adres,Miasto,Metraz,Pokoje,Pietro,Cena,Data_transakcji
226101_1.0099.133_BUD.335_LOK,1/1,Chmielna 112,Gdańsk,56.6 m²,0,7,827 954 zł,17.06.2025
226101_1.0094.471_BUD.7_LOK,1/1,Kazimierza Wielkiego 69A,Gdańsk,56.5 m²,0,1,559 868 zł,17.06.2025
226101_1.0079.205_BUD.18_LOK,1/1,Legnicka 44,Gdańsk,72.4 m²,0,3,1 692 486 zł,17.06.2025
226101_1.0094.421_BUD.28_LOK,1/1,Władysława Jagiełły 37,Gdańsk,63.6 m²,0,3,576 441 zł,17.06.2025
146512_8.0906.126_BUD.132_LOK,1/1,ulica Zagłoby 16,Warszawa,72.3 m²,4,3,699 733 zł,17.06.2025
146517_8.0501.477_BUD.93_LOK,1/1,ulica Równoległa 16A,Warszawa,70.6 m²,3,7,980 207 zł,17.06.2025
146503_8.0702.411_BUD.77_LOK,1/1,ulica Marywilska 64B,Warszawa,40.4 m²,2,5,569 979 zł,17.06.2025
146512_8.0909.371_BUD.118_LOK,1/1,ulica Giserska 9,Warszawa,36.9 m²,2,4,483 578 zł,17.06.2025
146503_8.0702.411_BUD.74_LOK,1/1,ulica Marywilska 64B,Warszawa,58.7 m²,3,5,740 376 zł,17.06.2025
146512_8.0909.371_BUD.98_LOK,1/1,ulica Giserska 9,Warszawa,37.0 m²,2,2,474 705 zł,17.06.2025
146512_8.0909.371_BUD.129_LOK,1/1,ulica Giserska 9,Warszawa,60.5 m²,3,5,698 360 zł,17.06.2025
026401_1.0025.AR_8.4/26.1_BUD.1114_LOK,1/1,Międzyleska 42,Wrocław,26.7 m²,1,4,342 581 zł,17.06.2025
026401_1.0025.AR_8.4/26.1_BUD.1068_LOK,1/1,Międzyleska 38,Wrocław,59.5 m²,3,5,703 064 zł,17.06.2025
026401_1.0035.AR_22.30.1_BUD.31_LOK,1/1,Rędzińska 10,Wrocław,68.1 m²,4,4,759 098 zł,17.06.2025
026401_1.0008.AR_13.27/3.9_BUD.1017_LOK,1/1,Ludomira Różyckiego 1E,Wrocław,71.7 m²,3,2,1 410 000 zł,17.06.2025
066301_1.0011.AR_5.69/20.1_BUD.268_LOK,1/1,Królowej Jadwigi 16,Lublin,65.5 m²,3,9,618 175 zł,17.06.2025
026401_1.0055.AR_20.47/40.1_BUD.11_LOK,1/1,Śremska 2,Wrocław,72.6 m²,3,2,911 754 zł,17.06.2025
026401_1.0055.AR_20.47/40.1_BUD.9_LOK,1/1,Śremska 2,Wrocław,44.1 m²,2,2,601 319 zł,17.06.2025
026401_1.0001.AR_15.12/1.1_BUD.1034_LOK,1/1,Długa 55A,Wrocław,63.6 m²,3,2,841 149 zł,17.06.2025
026401_1.0047.AR_5.10/3.1_BUD.18_2_LOK,1/1,Opoczyńska 18,Wrocław,69.2 m²,4,1,389 000 zł,17.06.2025
026401_1.0001.AR_11.10.6_BUD.100_LOK,1/1,Braniborska 74,Wrocław,67.6 m²,3,8,949 243 zł,17.06.2025
026401_1.0001.AR_11.10.6_BUD.107_LOK,1/1,Braniborska 74,Wrocław,111.4 m²,5,9,1 613 350 zł,17.06.2025
026401_1.0001.AR_11.10.6_BUD.105_LOK,1/1,Braniborska 74,Wrocław,30.4 m²,1,9,549 536 zł,17.06.2025
026401_1.0001.AR_11.10.6_BUD.1258_LOK,1/1,Braniborska 74,Wrocław,67.7 m²,3,6,933 601 zł,17.06.2025
026401_1.0001.AR_11.10.6_BUD.1157_LOK,1/1,Braniborska 76,Wrocław,30.3 m²,1,6,547 265 zł,17.06.2025
026401_1.0059.AR_26.40/7.1_BUD.1004_LOK,1/1,Jankiela 3,Wrocław,112.4 m²,5,1,1 154 327 zł,17.06.2025
026401_1.0059.AR_26.37/5.1_BUD.1059_LOK,1/1,Jankiela 8,Wrocław,85.4 m²,5,3,824 141 zł,17.06.2025
026401_1.0054.AR_5.25.13_BUD.1001_LOK,1/1,Bakaliowa 76,Wrocław,53.7 m²,3,1,705 724 zł,17.06.2025
026401_1.0054.AR_5.25.17_BUD.1001_LOK,1/1,Bakaliowa 92,Wrocław,54.0 m²,3,1,772 282 zł,17.06.2025
026401_1.0054.AR_5.25.2_BUD.1001_LOK,1/1,Tymiankowa 73,Wrocław,117.5 m²,4,1,1 099 973 zł,17.06.2025
026401_1.0054.AR_5.25.3_BUD.1000_LOK,1/1,Bakaliowa 26,Wrocław,51.9 m²,3,2,630 646 zł,17.06.2025
026401_1.0026.AR_17.16/2.1_BUD.38_LOK,1/1,Beaty Artemskiej 14,Wrocław,40.2 m²,2,3,534 325 zł,17.06.2025
026401_1.0022.AR_30.25.1_BUD.26_LOK,1/1,Krakowska 88,Wrocław,46.2 m²,3,5,695 729 zł,17.06.2025
026401_1.0022.AR_30.25.1_BUD.64_LOK,1/1,Krakowska 88AA,Wrocław,31.8 m²,1,3,490 164 zł,17.06.2025
026401_1.0022.AR_30.25.1_BUD.10_LOK,1/1,Krakowska 88,Wrocław,65.4 m²,3,2,879 387 zł,17.06.2025
026401_1.0022.AR_30.25.1_BUD.138_LOK,1/1,Krakowska 88AB,Wrocław,51.6 m²,3,3,718 256 zł,17.06.2025
026401_1.0022.AR_30.25.1_BUD.153_LOK,1/1,Krakowska 88AB,Wrocław,55.7 m²,3,6,856 224 zł,17.06.2025
026401_1.0022.AR_30.25.1_BUD.166_LOK,1/1,Krakowska 88AE,Wrocław,38.0 m²,2,4,606 584 zł,17.06.2025
206201_1.0001.6765_BUD.42_LOK,1/1,Sybiraków 34,Łomża,39.9 m²,2,6,291 562 zł,17.06.2025
246901_1.0003.AR_45.1/4.1_BUD.15_LOK,4,ul. Ostrawska 1,Katowice,60.7 m²,2,3,479 700 zł,17.06.2025
246901_1.0002.AR_54.13/1.1_BUD.223_LOK,4,ul. Przemysłowa 1,Katowice,61.4 m²,3,4,894 102 zł,17.06.2025
246901_1.0001.AR_28.237/2.1_BUD.22_LOK,4,ul. Krzywa 7,Katowice,27.0 m²,1,4,351 330 zł,17.06.2025
246901_1.0001.AR_28.237/2.1_BUD.21_LOK,4,ul. Krzywa 7,Katowice,32.9 m²,2,4,396 000 zł,17.06.2025
246901_1.0002.AR_66.86/53.1_BUD.132_LOK,4,ul. Meteorologów 35,Katowice,88.8 m²,4,2,799 618 zł,17.06.2025
106102_9.0042.225_BUD.88_LOK,1/1,Grabieniec 17A,Łódź,75.6 m²,1,9,902 002 zł,17.06.2025
286201_1.0065.61_BUD.16_LOK,1/1,Ryszarda Knosały 5A,Olsztyn,27.3 m²,0,2,444 720 zł,17.06.2025
066301_1.0036.AR_1.32/6.1_BUD.116_LOK,1/1,Lubomelska 9,Lublin,27.2 m²,1,6,370 328 zł,17.06.2025
066301_1.0011.AR_5.69/20.1_BUD.69_LOK,1/1,Królowej Jadwigi 16,Lublin,81.0 m²,4,4,728 043 zł,17.06.2025
066301_1.0011.AR_5.69/20.1_BUD.73_LOK,1/1,Królowej Jadwigi 16,Lublin,59.7 m²,3,5,545 019 zł,17.06.2025
146509_8.0702.312_BUD.1_LOK,1/1,ulica Chełmżyńska 155C,Warszawa,79.0 m²,0,1,983 700 zł,17.06.2025
146503_8.0702.410_BUD.49_LOK,1/1,ulica Marywilska 64A,Warszawa,59.9 m²,3,3,733 900 zł,17.06.2025
146514_8.1271.95_BUD.1_LOK,1/1,ulica Tawułkowa 5ZD,Warszawa,75.0 m²,3,1,740 000 zł,17.06.2025
146517_8.0501.479_BUD.17_LOK,1/1,ulica Zbąszyńska 7,Warszawa,57.9 m²,3,4,697 000 zł,17.06.2025
146503_8.1625.345_BUD.106_LOK,1/1,ulica Mariana Hemara 5,Warszawa,41.7 m²,2,4,521 625 zł,17.06.2025
146518_8.0711.69_BUD.127_LOK,1/1,ulica Nakielska 5,Warszawa,81.3 m²,4,2,1 212 130 zł,17.06.2025
146509_8.0702.312_BUD.2_LOK,1/1,ulica Chełmżyńska 155C,Warszawa,79.0 m²,0,1,995 000 zł,17.06.2025
146508_8.1505.27_BUD.18_LOK,1/1,ulica Józefa Sierakowskiego 3,Warszawa,59.8 m²,3,8,1 646 340 zł,17.06.2025
146503_8.0702.409_BUD.48_LOK,1/1,ulica Marywilska 66A,Warszawa,27.0 m²,1,2,307 314 zł,17.06.2025
146517_8.0502.245_BUD.47_LOK,1/1,ulica Instalatorów 7A,Warszawa,39.7 m²,2,4,544 032 zł,17.06.2025
146514_8.1271.111_BUD.2_LOK,1/1,ulica Tawułkowa 5L,Warszawa,74.6 m²,3,2,611 000 zł,17.06.2025
146503_8.0702.411_BUD.20_LOK,1/1,ulica Marywilska 64B,Warszawa,40.8 m²,2,4,529 579 zł,17.06.2025
146512_8.0909.371_BUD.77_LOK,1/1,ulica Giserska 9,Warszawa,49.3 m²,3,7,608 996 zł,17.06.2025
146517_8.0502.246_BUD.25_LOK,1/1,ulica Instalatorów 7,Warszawa,50.3 m²,3,7,790 255 zł,17.06.2025
146512_8.0906.126_BUD.271_LOK,1/1,ulica Zagłoby 16,Warszawa,44.8 m²,2,11,653 370 zł,17.06.2025
146517_8.0503.127_BUD.69_LOK,1/1,ulica Przedpole 8,Warszawa,66.5 m²,4,5,843 112 zł,17.06.2025
146512_8.0909.371_BUD.108_LOK,1/1,ulica Giserska 9,Warszawa,37.1 m²,2,3,479 840 zł,17.06.2025
146508_8.1505.27_BUD.38_LOK,1/1,ulica Józefa Sierakowskiego 3,Warszawa,28.2 m²,2,3,578 510 zł,17.06.2025
126104_9.0041.465.2_BUD.29_LOK,1/1,Karola Bunscha 14A,Kraków,52.3 m²,2,3,684 320 zł,17.06.2025
126105_9.0116.122.1_BUD.12_LOK,1/1,Helclów 9,Kraków,27.2 m²,1,4,139 400 zł,17.06.2025
126105_9.0116.122.1_BUD.11_LOK,1/1,Helclów 9,Kraków,28.4 m²,1,4,423 500 zł,17.06.2025
126105_9.0116.122.1_BUD.1000_LOK,1/1,Helclów 9,Kraków,28.7 m²,1,4,423 500 zł,17.06.2025
126104_9.0033.119/5.3_BUD.34_LOK,1/1,Kobierzyńska 124,Kraków,64.7 m²,2,5,1 597 551 zł,17.06.2025
126104_9.0041.309/2.2_BUD.22_LOK,1/1,Jana Kantego Federowicza 23,Kraków,55.5 m²,3,2,828 797 zł,17.06.2025
126102_9.0034.1155.1_BUD.40_LOK,1/1,Stawowa 162,Kraków,68.3 m²,3,2,1 105 130 zł,17.06.2025
126102_9.0031.214/9.1_BUD.83_LOK,1/1,Piaszczysta 33,Kraków,80.2 m²,4,5,1 240 129 zł,17.06.2025
126102_9.0031.214/9.1_BUD.19_LOK,1/1,Piaszczysta 33,Kraków,68.1 m²,3,2,976 726 zł,17.06.2025
126102_9.0049.35/124.1_BUD.17_LOK,1/1,Kazimierza Wierzyńskiego 53,Kraków,63.1 m²,3,3,613 505 zł,17.06.2025
126102_9.0030.182/3.1_BUD.111_LOK,1/1,Zygmunta Glogera 2,Kraków,53.1 m²,3,1,875 000 zł,17.06.2025
126102_9.0030.182/3.1_BUD.103_LOK,1/1,Zygmunta Glogera 2,Kraków,58.9 m²,3,3,914 950 zł,17.06.2025
126104_9.0049.284/4.2_BUD.10_LOK,1/1,Trybuny Ludów 27,Kraków,52.6 m²,3,4,506 000 zł,17.06.2025
146514_8.1271.114_BUD.1_LOK,1/1,ulica Tawułkowa 5H,Warszawa,75.0 m²,3,1,630 000 zł,17.06.2025
146517_8.0503.127_BUD.78_LOK,1/1,ulica Przedpole 8,Warszawa,57.3 m²,3,2,697 148 zł,17.06.2025
146517_8.0502.246_BUD.3_LOK,1/1,ulica Instalatorów 7,Warszawa,50.2 m²,3,1,695 434 zł,17.06.2025
146517_8.0502.245_BUD.56_LOK,1/1,ulica Instalatorów 7A,Warszawa,43.1 m²,3,6,637 952 zł,17.06.2025
146512_8.0909.371_BUD.109_LOK,1/1,ulica Giserska 9,Warszawa,60.4 m²,4,3,747 625 zł,16.06.2025
146507_8.0412.340_BUD.11_LOK,1/1,ulica Lubiniecka 12,Warszawa,52.6 m²,3,3,606 345 zł,16.06.2025
146503_8.0703.562_BUD.22_LOK,1/1,ulica Pawła Włodkowica 9C,Warszawa,25.1 m²,1,4,323 508 zł,16.06.2025
146517_8.0502.245_BUD.54_LOK,1/1,ulica Instalatorów 7A,Warszawa,46.5 m²,2,6,699 984 zł,16.06.2025
146503_8.0702.411_BUD.84_LOK,1/1,ulica Marywilska 64B,Warszawa,57.5 m²,3,6,737 789 zł,16.06.2025
146511_8.1102.65_BUD.23_LOK,1/1,ulica Janowiecka 17,Warszawa,34.9 m²,2,1,519 423 zł,16.06.2025
146517_8.0503.126_BUD.161_LOK,1/1,ulica Łopuszańska 53,Warszawa,36.0 m²,2,5,506 310 zł,16.06.2025
146503_8.0702.411_BUD.81_LOK,1/1,ulica Marywilska 64B,Warszawa,54.0 m²,2,6,695 000 zł,16.06.2025
146517_8.0403.223_BUD.8_LOK,1/1,ulica Słowicza 1,Warszawa,33.9 m²,2,4,443 000 zł,16.06.2025
146503_8.1638.249_BUD.10_LOK,1/1,ulica Geometryczna 5A,Warszawa,43.9 m²,2,2,657 860 zł,16.06.2025
146503_8.0702.410_BUD.61_LOK,1/1,ulica Marywilska 64A,Warszawa,59.9 m²,3,5,745 000 zł,16.06.2025
146507_8.0518.32_BUD.46_LOK,1/1,ulica Ostrobramska 76,Warszawa,103.6 m²,4,8,1 257 891 zł,16.06.2025
146504_8.0401.63_BUD.2_LOK,1/1,ulica Podleśna 59,Warszawa,63.3 m²,3,2,1 614 392 zł,16.06.2025
146517_8.0502.245_BUD.40_LOK,1/1,ulica Instalatorów 7A,Warszawa,43.2 m²,3,2,585 836 zł,16.06.2025
146517_8.0503.126_BUD.24_LOK,1/1,ulica Łopuszańska 53,Warszawa,26.8 m²,1,5,423 510 zł,16.06.2025
146504_8.0401.63_BUD.12_LOK,1/1,ulica Podleśna 59,Warszawa,49.5 m²,2,4,1 193 778 zł,16.06.2025
146517_8.0503.127_BUD.72_LOK,1/1,ulica Przedpole 8,Warszawa,47.3 m²,2,5,773 895 zł,16.06.2025
146503_8.0702.411_BUD.71_LOK,1/1,ulica Marywilska 64B,Warszawa,62.0 m²,3,4,742 560 zł,16.06.2025
126104_9.0087.453/33.1_BUD.1_LOK,1/1,Tadeusza Ważewskiego 41P,Kraków,132.6 m²,6,1,1 082 000 zł,16.06.2025
126104_9.0041.465.1_BUD.34_LOK,1/1,Karola Bunscha 14B,Kraków,42.9 m²,2,4,597 714 zł,16.06.2025
126105_9.0003.17/2.1_BUD.33_LOK,1/1,Św. Gertrudy 7,Kraków,64.1 m²,2,6,1 978 542 zł,16.06.2025
126102_9.0041.387/3.6_BUD.2_LOK,1/1,Wincentego Wodzinowskiego 1E,Kraków,71.4 m²,5,2,1 389 000 zł,16.06.2025
126102_9.0044.361/5.5_BUD.5D_60_LOK,1/1,Józefa Wybickiego 5D,Kraków,32.8 m²,3,6,590 000 zł,16.06.2025
126102_9.0033.1201/2.1_BUD.14_LOK,1/1,Piaskowa 9,Kraków,27.5 m²,1,3,418 592 zł,16.06.2025
126104_9.0089.595.5_BUD.1_LOK,1/1,Opatkowicka 34J,Kraków,91.3 m²,4,1,843 897 zł,16.06.2025
126104_9.0089.595.4_BUD.1_LOK,1/1,Opatkowicka 34K,Kraków,91.7 m²,4,1,875 000 zł,16.06.2025
126103_9.0001.117/10.1_BUD.28_LOK,1/1,Os. Osiedle Piastów 63D,Kraków,48.7 m²,3,5,532 134 zł,16.06.2025
126102_9.0049.35/124.1_BUD.38_LOK,1/1,Kazimierza Wierzyńskiego 53,Kraków,84.8 m²,4,3,829 195 zł,16.06.2025
126102_9.0030.8/2.1_BUD.44_LOK,1/1,Zygmunta Glogera 32,Kraków,68.0 m²,4,3,1 573 536 zł,16.06.2025
126104_9.0014.66/7.6_BUD.113_LOK,1/1,Pana Tadeusza 10,Kraków,57.1 m²,3,7,1 053 225 zł,16.06.2025
146517_8.0503.127_BUD.48_LOK,1/1,ulica Przedpole 8,Warszawa,66.6 m²,4,2,838 466 zł,16.06.2025
146517_8.0503.126_BUD.124_LOK,1/1,ulica Łopuszańska 53,Warszawa,32.3 m²,2,1,449 244 zł,16.06.2025
146518_8.0101.73_BUD.502_LOK,1/1,Aleja „Solidarności” 153,Warszawa,51.9 m²,2,6,1 540 093 zł,16.06.2025
146503_8.0703.562_BUD.8_LOK,1/1,ulica Pawła Włodkowica 9C,Warszawa,35.7 m²,2,2,427 722 zł,16.06.2025
146503_8.0702.411_BUD.80_LOK,1/1,ulica Marywilska 64B,Warszawa,62.0 m²,3,5,769 658 zł,16.06.2025
146503_8.0703.562_BUD.134_LOK,1/1,ulica Pawła Włodkowica 9C,Warszawa,25.8 m²,1,2,308 085 zł,16.06.2025
146503_8.0702.410_BUD.67_LOK,1/1,ulica Marywilska 64A,Warszawa,59.9 m²,3,6,749 870 zł,16.06.2025
146517_8.0502.245_BUD.25_LOK,1/1,ulica Instalatorów 7A,Warszawa,49.5 m²,3,6,758 010 zł,16.06.2025
226101_1.0074.1991_BUD.16_LOK,1/1,Kampinoska 8B,Gdańsk,59.2 m²,0,4,705 080 zł,16.06.2025
226101_1.0039.204_BUD.13_LOK,1/1,Magellana 4,Gdańsk,52.8 m²,0,1,573 420 zł,16.06.2025
226101_1.0094.472_BUD.31_LOK,1/1,Kazimierza Wielkiego 69B,Gdańsk,86.8 m²,0,4,674 960 zł,16.06.2025
226101_1.0052.199_BUD.15_LOK,1/1,Jaśkowa Dolina 83C,Gdańsk,43.3 m²,0,4,804 577 zł,16.06.2025
226101_1.0075.1185_BUD.2_LOK,1/1,Płocka 93,Gdańsk,160.6 m²,0,1,1 340 000 zł,16.06.2025
226101_1.0099.133_BUD.288_LOK,1/1,Chmielna 111,Gdańsk,53.1 m²,0,7,891 726 zł,16.06.2025
226101_1.0303.1489_BUD.30_LOK,1/1,Nieborowska 28A,Gdańsk,47.9 m²,0,5,495 000 zł,16.06.2025
226101_1.0094.472_BUD.32_LOK,1/1,Kazimierza Wielkiego 69B,Gdańsk,100.5 m²,0,4,715 375 zł,16.06.2025
226101_1.0074.1987_BUD.2_LOK,1/1,kmdr. Tadeusza Bramińskiego 9,Gdańsk,50.8 m²,0,1,560 728 zł,16.06.2025
226101_1.0099.133_BUD.191_LOK,1/1,Chmielna 110,Gdańsk,29.0 m²,0,5,338 139 zł,16.06.2025
226101_1.0065.194_BUD.3_LOK,1/1,Cygańska Góra 5,Gdańsk,44.9 m²,0,1,790 777 zł,16.06.2025
226201_1.0025.1308_BUD.5_LOK,1/1,Mikołaja Kopernika 139C,Gdynia,50.0 m²,0,2,1 014 122 zł,16.06.2025
226201_1.0030.1423_BUD.6_LOK,1/1,Cypriana Kamila Norwida 9,Gdynia,82.6 m²,0,4,1 808 000 zł,16.06.2025
226201_1.0012.1014_BUD.4_LOK,1/1,Chylońska 172,Gdynia,62.2 m²,0,1,701 520 zł,16.06.2025
226101_1.0094.471_BUD.14_LOK,1/1,Kazimierza Wielkiego 69A,Gdańsk,38.9 m²,0,2,401 410 zł,16.06.2025
226101_1.0099.133_BUD.202_LOK,1/1,Chmielna 110,Gdańsk,30.9 m²,0,5,464 621 zł,16.06.2025
226201_1.0012.1014_BUD.14_LOK,1/1,Chylońska 172,Gdynia,42.9 m²,0,2,497 210 zł,16.06.2025
226101_1.0094.470_BUD.3_LOK,1/1,Kazimierza Wielkiego 69,Gdańsk,55.3 m²,0,1,505 983 zł,16.06.2025
226101_1.0074.1991_BUD.14_LOK,1/1,Kampinoska 8B,Gdańsk,42.5 m²,0,4,541 890 zł,16.06.2025
226201_1.0022.2575_BUD.27_LOK,1/1,Bernadowska 2D,Gdynia,74.0 m²,0,1,1 634 904 zł,16.06.2025
226101_1.0099.133_BUD.260_LOK,1/1,Chmielna 111,Gdańsk,42.6 m²,0,4,455 479 zł,16.06.2025
226101_1.0099.133_BUD.203_LOK,1/1,Chmielna 110,Gdańsk,38.6 m²,0,5,579 613 zł,16.06.2025
226101_1.0099.133_BUD.201_LOK,1/1,Chmielna 110,Gdańsk,35.9 m²,0,5,539 531 zł,16.06.2025
226101_1.0034.314_BUD.33_LOK,1/1,Dworska 27A,Gdańsk,52.0 m²,0,3,745 293 zł,16.06.2025
226101_1.0094.471_BUD.27_LOK,1/1,Kazimierza Wielkiego 69A,Gdańsk,39.7 m²,0,3,420 414 zł,16.06.2025
226101_1.0074.1991_BUD.3_LOK,1/1,Kampinoska 8B,Gdańsk,54.9 m²,0,1,630 930 zł,16.06.2025
226101_1.0094.470_BUD.8_LOK,1/1,Kazimierza Wielkiego 69,Gdańsk,57.3 m²,0,1,538 541 zł,16.06.2025
226101_1.0094.470_BUD.2_LOK,1/1,Kazimierza Wielkiego 69,Gdańsk,62.6 m²,0,1,580 592 zł,16.06.2025
226101_1.0094.470_BUD.11_LOK,1/1,Kazimierza Wielkiego 69,Gdańsk,62.7 m²,0,2,570 990 zł,16.06.2025
226101_1.0094.472_BUD.2_LOK,1/1,Kazimierza Wielkiego 69B,Gdańsk,62.9 m²,0,1,545 534 zł,16.06.2025
066301_1.0036.AR_4.86.2_BUD.39_LOK,1/1,Wieniawska 11,Lublin,45.7 m²,2,6,521 664 zł,16.06.2025
286201_1.0065.61_BUD.12_LOK,1/1,Ryszarda Knosały 5A,Olsztyn,26.6 m²,1,2,390 775 zł,16.06.2025
286201_1.0040.106_BUD.8_LOK,1/1,Bałtycka 91F,Olsztyn,41.9 m²,2,1,700 000 zł,16.06.2025
026401_1.0013.AR_8.36.1_BUD.31_LOK,1/1,Działkowa 68,Wrocław,27.6 m²,1,4,330 840 zł,16.06.2025
026401_1.0026.AR_16.11/3.3_BUD.1000_LOK,1/1,Wojciecha Kilara 62,Wrocław,153.0 m²,4,1,1 184 021 zł,16.06.2025
026401_1.0026.AR_16.15/4.7_BUD.1001_LOK,1/1,Wojciecha Kilara 32,Wrocław,151.0 m²,4,1,1 163 316 zł,16.06.2025
026401_1.0026.AR_16.10/5.1_BUD.1000_LOK,1/1,Wojciecha Kilara 86,Wrocław,154.0 m²,4,1,1 128 462 zł,16.06.2025
026401_1.0026.AR_16.10/5.2_BUD.1001_LOK,1/1,Wojciecha Kilara 84,Wrocław,153.5 m²,4,1,1 147 511 zł,16.06.2025
026401_1.0026.AR_16.15/6.4_BUD.1001_LOK,1/1,Rafała Maszkowskiego 69,Wrocław,153.0 m²,4,1,1 081 378 zł,16.06.2025
026401_1.0026.AR_16.10/8.1_BUD.1000_LOK,1/1,Rafała Maszkowskiego 47,Wrocław,135.7 m²,4,1,1 075 102 zł,16.06.2025
026401_1.0022.AR_30.25.1_BUD.38_LOK,1/1,Krakowska 88A,Wrocław,96.5 m²,4,2,1 065 823 zł,16.06.2025
026401_1.0022.AR_30.25.1_BUD.120_LOK,1/1,Krakowska 88AC,Wrocław,33.7 m²,2,4,504 705 zł,16.06.2025
026401_1.0022.AR_30.25.1_BUD.121_LOK,1/1,Krakowska 88AC,Wrocław,35.7 m²,2,4,533 974 zł,16.06.2025
206201_1.0002.6264_BUD.38_LOK,1/1,Akademicka 42,Łomża,41.6 m²,2,3,296 500 zł,16.06.2025
066301_1.0036.AR_4.86.2_BUD.51_LOK,1/1,Wieniawska 11,Lublin,45.8 m²,1,7,521 892 zł,16.06.2025
066301_1.0036.AR_4.86.2_BUD.38_LOK,1/1,Wieniawska 11,Lublin,45.8 m²,2,6,520 638 zł,16.06.2025
026401_1.0025.AR_8.4/26.1_BUD.5_LOK,1/1,Międzyleska 32,Wrocław,26.0 m²,1,1,344 235 zł,16.06.2025
026401_1.0025.AR_8.4/26.1_BUD.1081_LOK,1/1,Międzyleska 40,Wrocław,72.7 m²,4,2,778 161 zł,16.06.2025
026401_1.0025.AR_8.4/26.1_BUD.1095_LOK,1/1,Międzyleska 40,Wrocław,37.7 m²,2,5,520 398 zł,16.06.2025
026401_1.0025.AR_8.4/26.1_BUD.1073_LOK,1/1,Międzyleska 38,Wrocław,59.5 m²,3,6,721 297 zł,16.06.2025
026401_1.0025.AR_8.4/26.1_BUD.1000_LOK,1/1,Międzyleska 34,Wrocław,27.4 m²,1,1,377 025 zł,16.06.2025
026401_1.0025.AR_8.4/26.1_BUD.1_LOK,1/1,Międzyleska 32,Wrocław,27.4 m²,1,1,376 750 zł,16.06.2025
026401_1.0054.AR_5.25.21_BUD.1001_LOK,1/1,Bakaliowa 132,Wrocław,53.8 m²,3,1,671 730 zł,16.06.2025
026401_1.0054.AR_5.25.18_BUD.1001_LOK,1/1,Bakaliowa 96,Wrocław,52.0 m²,3,1,530 397 zł,16.06.2025
026401_1.0054.AR_5.25.20_BUD.1001_LOK,1/1,Bakaliowa 128,Wrocław,54.0 m²,3,1,715 356 zł,16.06.2025
026401_1.0035.AR_19.39.3_BUD.109_LOK,1/1,Suwalska 6,Wrocław,57.0 m²,3,3,620 934 zł,16.06.2025
026401_1.0008.AR_13.27/3.9_BUD.1041_LOK,1/1,Ludomira Różyckiego 1G,Wrocław,92.2 m²,,1,2 184 270 zł,16.06.2025
026401_1.0008.AR_13.27/3.9_BUD.1053_LOK,1/1,Ludomira Różyckiego 1H,Wrocław,65.5 m²,3,2,1 600 949 zł,16.06.2025
026401_1.0008.AR_13.27/3.9_BUD.1054_LOK,1/1,Ludomira Różyckiego 1H,Wrocław,49.4 m²,2,2,1 213 906 zł,16.06.2025
026401_1.0055.AR_20.47/40.1_BUD.4_LOK,1/1,Śremska 2,Wrocław,54.8 m²,2,1,758 522 zł,16.06.2025
026401_1.0055.AR_20.47/40.1_BUD.12_LOK,1/1,Śremska 2,Wrocław,34.6 m²,1,2,449 092 zł,16.06.2025
026401_1.0001.AR_11.10.6_BUD.95_LOK,1/1,Braniborska 72,Wrocław,97.7 m²,4,9,1 404 837 zł,16.06.2025
026401_1.0001.AR_11.10.6_BUD.1270_LOK,1/1,Braniborska 74,Wrocław,78.3 m²,4,7,1 052 135 zł,16.06.2025
026401_1.0001.AR_11.10.6_BUD.1194_LOK,1/1,Braniborska 74,Wrocław,33.7 m²,1,1,560 330 zł,16.06.2025
026401_1.0001.AR_11.10.6_BUD.1169_LOK,1/1,Braniborska 76,Wrocław,30.3 m²,1,7,567 527 zł,16.06.2025
026401_1.0001.AR_11.10.6_BUD.1136_LOK,1/1,Braniborska 76,Wrocław,39.6 m²,2,4,669 640 zł,16.06.2025
026401_1.0001.AR_11.10.6_BUD.1154_LOK,1/1,Braniborska 76,Wrocław,53.1 m²,3,6,799 112 zł,16.06.2025
026401_1.0001.AR_11.10.6_BUD.1117_LOK,1/1,Braniborska 76,Wrocław,29.9 m²,1,3,527 346 zł,16.06.2025
026401_1.0018.AR_1.59/9.1_BUD.5_LOK,1/1,Turawska 78,Wrocław,50.0 m²,2,2,586 700 zł,16.06.2025
066301_1.0004.AR_2.7/3.2_BUD.39_LOK,1/1,Koncertowa 34b,Lublin,35.0 m²,2,3,360 000 zł,16.06.2025
066301_1.0036.AR_4.86.2_BUD.37_LOK,1/1,Wieniawska 11,Lublin,45.8 m²,2,6,521 664 zł,16.06.2025
146503_8.0702.411_BUD.83_LOK,1/1,ulica Marywilska 64B,Warszawa,58.7 m²,3,6,753 000 zł,16.06.2025
146517_8.0502.245_BUD.33_LOK,1/1,ulica Instalatorów 7A,Warszawa,49.4 m²,3,7,789 476 zł,16.06.2025
146517_8.0503.127_BUD.21_LOK,1/1,ulica Przedpole 8,Warszawa,47.1 m²,2,3,654 589 zł,16.06.2025
146503_8.0703.562_BUD.130_LOK,1/1,ulica Pawła Włodkowica 9C,Warszawa,38.4 m²,2,2,444 615 zł,16.06.2025
146512_8.0909.371_BUD.24_LOK,1/1,ulica Giserska 9,Warszawa,52.7 m²,2,3,593 196 zł,16.06.2025
