ID,Udzial,Adres,Miasto,Metraz,Pokoje,Pietro,Cena,Data_transakcji
226201_1.0019.3467_BUD.1_LOK,1/1,Wzgórze Bernadowo 17,Gdynia,97.0 m²,0,1,1 800 000 zł,1.09.2025
226201_1.0014.2229_BUD.39_LOK,1/1,Zbigniewa Kupca 3,Gdynia,61.2 m²,0,4,696 466 zł,1.09.2025
226201_1.0014.2229_BUD.56_LOK,1/1,Zbigniewa Kupca 3,Gdynia,38.6 m²,0,5,472 657 zł,1.09.2025
226201_1.0014.2229_BUD.67_LOK,1/1,Zbigniewa Kupca 3,Gdynia,41.4 m²,0,6,492 399 zł,1.09.2025
226201_1.0014.2229_BUD.3_LOK,1/1,Zbigniewa Kupca 3,Gdynia,44.3 m²,0,1,488 484 zł,1.09.2025
226201_1.0014.2229_BUD.7_LOK,1/1,Zbigniewa Kupca 3,Gdynia,54.5 m²,0,1,580 764 zł,1.09.2025
246901_1.0002.AR_1.7/4.1_BUD.24_LOK,4,ul. Bytkowska 113,Katowice,59.1 m²,3,5,700 000 zł,1.09.2025
126104_9.0041.309/2.1_BUD.22_LOK,1/1,Jana Kantego Federowicza 25,Kraków,55.5 m²,3,2,790 000 zł,1.09.2025
126102_9.0004.268/3.1_BUD.5_LOK,1/1,Juliusza Lea 25,Kraków,56.9 m²,3,3,1 075 000 zł,1.09.2025
126104_9.0041.309/2.1_BUD.9_LOK,1/1,Jana Kantego Federowicza 25,Kraków,54.8 m²,3,1,800 000 zł,1.09.2025
126105_9.0022.436.3_BUD.7_LOK,1/1,Dominikanów 28,Kraków,52.8 m²,3,1,898 000 zł,1.09.2025
126102_9.0029.558/18.1_BUD.40_LOK,1/1,Papierni Prądnickich 71,Kraków,73.1 m²,4,4,1 009 745 zł,29.08.2025
126104_9.0041.465.2_BUD.17_LOK,1/1,Karola Bunscha 14A,Kraków,43.6 m²,2,2,576 917 zł,29.08.2025
126102_9.0034.1155.1_BUD.18_LOK,1/1,Stawowa 158,Kraków,73.5 m²,4,3,1 423 184 zł,29.08.2025
126103_9.0003.518/16.2_BUD.18_LOK,1/1,Niebyła 7C,Kraków,72.7 m²,2,3,530 783 zł,29.08.2025
226201_1.0019.3466_BUD.13_LOK,1/1,Wzgórze Bernadowo 24,Gdynia,98.2 m²,0,1,2 010 867 zł,29.08.2025
226201_1.0014.2229_BUD.55_LOK,1/1,Zbigniewa Kupca 3,Gdynia,41.4 m²,0,5,464 765 zł,29.08.2025
226201_1.0014.2229_BUD.40_LOK,1/1,Zbigniewa Kupca 3,Gdynia,45.1 m²,0,4,501 404 zł,29.08.2025
226201_1.0014.2229_BUD.29_LOK,1/1,Zbigniewa Kupca 3,Gdynia,82.4 m²,0,3,843 006 zł,29.08.2025
226201_1.0014.2229_BUD.57_LOK,1/1,Zbigniewa Kupca 3,Gdynia,44.5 m²,0,6,542 122 zł,29.08.2025
226201_1.0014.2229_BUD.36_LOK,1/1,Zbigniewa Kupca 3,Gdynia,74.6 m²,0,4,846 029 zł,29.08.2025
226201_1.0014.2229_BUD.18_LOK,1/1,Zbigniewa Kupca 3,Gdynia,50.7 m²,0,2,508 987 zł,29.08.2025
226201_1.0022.2576_BUD.19_LOK,1/1,Bernadowska 2,Gdynia,125.2 m²,0,3,3 037 176 zł,29.08.2025
226201_1.0014.2229_BUD.26_LOK,1/1,Zbigniewa Kupca 3,Gdynia,42.4 m²,0,3,503 352 zł,29.08.2025
226201_1.0014.2229_BUD.52_LOK,1/1,Zbigniewa Kupca 3,Gdynia,45.1 m²,0,5,522 574 zł,29.08.2025
246901_1.0002.AR_66.108/34.1_BUD.54_LOK,4,ul. Ceglana 61,Katowice,29.3 m²,1,5,295 700 zł,29.08.2025
246901_1.0002.AR_66.108/34.1_BUD.114_LOK,4,ul. Ceglana 61,Katowice,29.8 m²,1,6,300 778 zł,29.08.2025
246901_1.0001.AR_25.42/2.1_BUD.559_LOK,4,ul. Zabrska 15,Katowice,55.8 m²,3,13,701 470 zł,29.08.2025
246901_1.0002.AR_54.13/1.1_BUD.118_LOK,4,ul. Przemysłowa 1,Katowice,26.3 m²,1,1,317 746 zł,29.08.2025
246901_1.0003.AR_90.15/6.2_BUD.3_LOK,4,ul. Medyków 34,Katowice,56.3 m²,3,2,500 210 zł,28.08.2025
246901_1.0003.AR_90.15/6.2_BUD.58_LOK,4,ul. Medyków 34,Katowice,39.5 m²,2,2,350 750 zł,28.08.2025
246901_1.0003.AR_90.15/6.2_BUD.2_LOK,4,ul. Medyków 34,Katowice,53.4 m²,3,2,474 370 zł,28.08.2025
246901_1.0002.AR_54.13/1.1_BUD.23_LOK,4,ul. Przemysłowa 1,Katowice,37.5 m²,1,3,465 426 zł,28.08.2025
246901_1.0002.AR_54.13/1.1_BUD.133_LOK,4,ul. Przemysłowa 1,Katowice,47.6 m²,3,2,685 808 zł,28.08.2025
246901_1.0002.AR_54.13/1.1_BUD.139_LOK,4,ul. Przemysłowa 1,Katowice,27.0 m²,1,3,331 608 zł,28.08.2025
246901_1.0004.AR_1.811/49.1_BUD.22_LOK,4,ul. Wiertnicza 2,Katowice,36.5 m²,2,6,240 000 zł,28.08.2025
246901_1.0003.AR_31.87/2.1_BUD.28_LOK,4,ul. Dworska 9B,Katowice,46.3 m²,3,2,531 986 zł,28.08.2025
246901_1.0014.AR_1.9219/318.1_BUD.1_LOK,4,ul. Kamieńska 35H,Katowice,53.4 m²,4,1,425 000 zł,28.08.2025
246901_1.0003.AR_31.87/2.1_BUD.29_LOK,4,ul. Dworska 9A,Katowice,47.2 m²,2,4,556 116 zł,28.08.2025
246901_1.0003.AR_31.87/2.1_BUD.9A/30_LOK,4,ul. Dworska 9A,Katowice,41.3 m²,2,4,463 920 zł,28.08.2025
246901_1.0003.AR_22.71/5.1_BUD.1_LOK,4,ul. Kijowska 87,Katowice,73.8 m²,2,1,934 800 zł,28.08.2025
246901_1.0003.AR_31.87/2.1_BUD.13_LOK,4,ul. Dworska 9A,Katowice,41.8 m²,2,2,438 585 zł,28.08.2025
126102_9.0029.558/18.1_BUD.45_LOK,1/1,Papierni Prądnickich 71,Kraków,56.5 m²,2,6,878 378 zł,28.08.2025
126105_9.0007.178/20.1_BUD.6_LOK,1/1,Prandoty 10C,Kraków,37.6 m²,2,1,615 813 zł,28.08.2025
126105_9.0007.178/20.1_BUD.3_LOK,1/1,Prandoty 10C,Kraków,52.6 m²,3,1,769 633 zł,28.08.2025
126105_9.0007.178/20.1_BUD.2_LOK,1/1,Prandoty 10C,Kraków,40.5 m²,2,1,718 245 zł,28.08.2025
126104_9.0018.48/20.1_BUD.31_LOK,1/1,Myśliwska 66E,Kraków,62.1 m²,4,6,833 620 zł,28.08.2025
126102_9.0029.558/18.1_BUD.1019_LOK,1/1,Papierni Prądnickich 73,Kraków,38.3 m²,2,5,612 443 zł,28.08.2025
126104_9.0030.370/13.2_BUD.31_LOK,1/1,Rydlówka 37,Kraków,25.9 m²,1,6,483 140 zł,28.08.2025
126102_9.0029.558/18.1_BUD.7_LOK,1/1,Papierni Prądnickich 71,Kraków,39.4 m²,2,2,664 058 zł,28.08.2025
126102_9.0029.558/18.1_BUD.24_LOK,1/1,Papierni Prądnickich 71,Kraków,65.8 m²,3,5,948 942 zł,28.08.2025
126104_9.0030.370/13.3_BUD.111_LOK,1/1,Rydlówka 35,Kraków,51.8 m²,5,3,898 500 zł,28.08.2025
126104_9.0030.370/13.3_BUD.26_LOK,1/1,Rydlówka 35,Kraków,53.6 m²,3,3,856 540 zł,28.08.2025
126102_9.0040.607/10.1_BUD.58_LOK,1/1,Wizjonerów 6,Kraków,62.6 m²,3,3,991 900 zł,28.08.2025
126104_9.0041.309/2.1_BUD.32_LOK,1/1,Jana Kantego Federowicza 25,Kraków,32.9 m²,2,3,540 000 zł,28.08.2025
126105_9.0022.436.3_BUD.1_LOK,1/1,Dominikanów 28,Kraków,54.6 m²,3,1,818 000 zł,28.08.2025
226201_1.0014.2229_BUD.34_LOK,1/1,Zbigniewa Kupca 3,Gdynia,42.0 m²,0,4,473 741 zł,28.08.2025
226201_1.0014.2229_BUD.15_LOK,1/1,Zbigniewa Kupca 3,Gdynia,61.4 m²,0,2,638 070 zł,28.08.2025
226201_1.0014.2229_BUD.60_LOK,1/1,Zbigniewa Kupca 3,Gdynia,74.7 m²,0,6,929 706 zł,28.08.2025
226201_1.0014.2229_BUD.19_LOK,1/1,Zbigniewa Kupca 3,Gdynia,41.3 m²,0,2,409 167 zł,28.08.2025
226201_1.0014.2229_BUD.33_LOK,1/1,Zbigniewa Kupca 3,Gdynia,44.5 m²,0,4,506 921 zł,28.08.2025
226201_1.0011.3337_BUD.38_LOK,1/1,Tęczowa 39,Gdynia,37.3 m²,0,1,441 924 zł,28.08.2025
226201_1.0014.2229_BUD.42_LOK,1/1,Zbigniewa Kupca 3,Gdynia,50.7 m²,0,4,554 080 zł,27.08.2025
226201_1.0014.2229_BUD.25_LOK,1/1,Zbigniewa Kupca 3,Gdynia,55.1 m²,0,3,620 085 zł,27.08.2025
226201_1.0022.2576_BUD.20_LOK,1/1,Bernadowska 2,Gdynia,75.3 m²,0,3,1 920 782 zł,27.08.2025
226201_1.0030.1442_BUD.9_LOK,1/1,Gabriela Narutowicza 22,Gdynia,99.8 m²,0,3,2 100 000 zł,27.08.2025
226201_1.0014.2229_BUD.44_LOK,1/1,Zbigniewa Kupca 3,Gdynia,38.6 m²,0,4,454 003 zł,27.08.2025
226201_1.0014.2229_BUD.53_LOK,1/1,Zbigniewa Kupca 3,Gdynia,82.4 m²,0,5,981 755 zł,27.08.2025
246901_1.0002.AR_54.13/1.1_BUD.210_LOK,4,ul. Przemysłowa 1,Katowice,43.3 m²,2,4,537 199 zł,27.08.2025
246901_1.0002.AR_54.13/1.1_BUD.112_LOK,4,ul. Przemysłowa 1,Katowice,59.3 m²,3,5,772 851 zł,27.08.2025
246901_1.0002.AR_54.13/1.1_BUD.117_LOK,4,ul. Przemysłowa 1,Katowice,26.5 m²,1,1,323 422 zł,27.08.2025
246901_1.0002.AR_54.13/1.1_BUD.103_LOK,4,ul. Przemysłowa 1,Katowice,47.0 m²,2,5,590 200 zł,27.08.2025
246901_1.0002.AR_66.86/53.1_BUD.145_LOK,4,ul. Meteorologów 31,Katowice,43.2 m²,2,2,468 815 zł,27.08.2025
126104_9.0041.309/2.1_BUD.18_LOK,1/1,Jana Kantego Federowicza 25,Kraków,39.1 m²,2,2,624 000 zł,27.08.2025
126104_9.0027.27/12.1_BUD.1034_LOK,1/1,Mierzeja Wiślana 6C,Kraków,55.8 m²,3,5,870 918 zł,27.08.2025
126105_9.0022.436.3_BUD.32_LOK,1/1,Dominikanów 28,Kraków,39.4 m²,2,3,699 000 zł,27.08.2025
126102_9.0029.558/18.1_BUD.1058_LOK,1/1,Papierni Prądnickich 75,Kraków,75.9 m²,4,6,1 080 026 zł,27.08.2025
126105_9.0022.436.3_BUD.46_LOK,1/1,Dominikanów 28,Kraków,46.2 m²,3,4,833 000 zł,27.08.2025
126102_9.0029.558/18.1_BUD.27_LOK,1/1,Papierni Prądnickich 71,Kraków,55.0 m²,3,5,946 648 zł,27.08.2025
126102_9.0029.558/18.1_BUD.1007_LOK,1/1,Papierni Prądnickich 73,Kraków,38.4 m²,2,2,609 792 zł,27.08.2025
126105_9.0022.436.3_BUD.49_LOK,1/1,Dominikanów 28,Kraków,69.4 m²,4,5,1 192 000 zł,27.08.2025
126102_9.0029.558/18.1_BUD.1006_LOK,1/1,Papierni Prądnickich 73,Kraków,38.3 m²,2,2,607 886 zł,27.08.2025
126104_9.0055.333/5.1_BUD.26_LOK,1/1,Republiki Korczakowskiej 21,Kraków,41.6 m²,2,4,570 057 zł,27.08.2025
126104_9.0041.309/2.1_BUD.17_LOK,1/1,Jana Kantego Federowicza 25,Kraków,39.4 m²,2,2,620 000 zł,26.08.2025
126104_9.0027.27/12.1_BUD.1044_LOK,1/1,Mierzeja Wiślana 6C,Kraków,52.8 m²,3,1,768 359 zł,26.08.2025
126104_9.0030.370/13.3_BUD.14_LOK,1/1,Rydlówka 35,Kraków,53.6 m²,3,2,873 600 zł,26.08.2025
126102_9.0004.1018.1_BUD.68_LOK,1/1,Al. Aleja Kijowska 7,Kraków,35.2 m²,2,8,902 000 zł,26.08.2025
126102_9.0029.558/18.1_BUD.1053_LOK,1/1,Papierni Prądnickich 75,Kraków,52.5 m²,3,5,805 508 zł,26.08.2025
126102_9.0029.558/18.1_BUD.1062_LOK,1/1,Papierni Prądnickich 75,Kraków,72.5 m²,4,2,971 257 zł,26.08.2025
126104_9.0041.309/2.1_BUD.10_LOK,1/1,Jana Kantego Federowicza 25,Kraków,55.6 m²,3,1,747 000 zł,26.08.2025
126102_9.0029.558/18.1_BUD.15_LOK,1/1,Papierni Prądnickich 71,Kraków,31.0 m²,1,3,508 019 zł,26.08.2025
126102_9.0029.558/18.1_BUD.12_LOK,1/1,Papierni Prądnickich 71,Kraków,34.4 m²,2,3,569 402 zł,26.08.2025
126102_9.0040.607/10.1_BUD.100_LOK,1/1,Wizjonerów 6,Kraków,51.0 m²,3,1,825 500 zł,26.08.2025
226201_1.0014.2229_BUD.30_LOK,1/1,Zbigniewa Kupca 3,Gdynia,50.6 m²,0,3,530 159 zł,26.08.2025
226201_1.0014.2229_BUD.4_LOK,1/1,Zbigniewa Kupca 3,Gdynia,41.7 m²,0,1,450 563 zł,26.08.2025
226201_1.0025.1308_BUD.11_LOK,1/1,Mikołaja Kopernika 139C,Gdynia,70.3 m²,0,3,1 306 690 zł,26.08.2025
226201_1.0014.2229_BUD.6_LOK,1/1,Zbigniewa Kupca 3,Gdynia,74.5 m²,0,1,788 556 zł,26.08.2025
226201_1.0019.3462_BUD.25_LOK,1/1,Strzelców 6,Gdynia,47.5 m²,0,4,600 731 zł,26.08.2025
226201_1.0014.2229_BUD.61_LOK,1/1,Zbigniewa Kupca 3,Gdynia,55.0 m²,0,6,689 372 zł,26.08.2025
226201_1.0014.2229_BUD.12_LOK,1/1,Zbigniewa Kupca 3,Gdynia,74.6 m²,0,2,777 930 zł,26.08.2025
226201_1.0019.3466_BUD.9_LOK,1/1,Wzgórze Bernadowo 23,Gdynia,70.8 m²,0,2,1 340 000 zł,26.08.2025
226201_1.0014.2229_BUD.12_LOK,1/1,Zbigniewa Kupca 3,Gdynia,74.6 m²,0,2,777 930 zł,26.08.2025
246901_1.0002.AR_54.13/1.1_BUD.191_LOK,4,ul. Przemysłowa 1,Katowice,38.6 m²,2,2,537 250 zł,26.08.2025
246901_1.0002.AR_54.13/1.1_BUD.7_LOK,4,ul. Przemysłowa 1,Katowice,38.4 m²,1,1,483 362 zł,26.08.2025
246901_1.0001.AR_16.29.1_BUD.49_LOK,4,ul. Złota 69,Katowice,67.1 m²,4,1,751 668 zł,26.08.2025
246901_1.0001.AR_16.29.1_BUD.21_LOK,4,ul. Złota 69,Katowice,45.8 m²,2,5,811 650 zł,26.08.2025
246901_1.0002.AR_54.13/1.1_BUD.230_LOK,4,ul. Przemysłowa 1,Katowice,39.3 m²,1,5,495 054 zł,26.08.2025
246901_1.0002.AR_54.13/1.1_BUD.11_LOK,4,ul. Przemysłowa 1,Katowice,37.2 m²,1,2,454 076 zł,26.08.2025
246901_1.0002.AR_54.13/1.1_BUD.185_LOK,4,ul. Przemysłowa 1,Katowice,27.1 m²,1,2,327 542 zł,26.08.2025
246901_1.0002.AR_29.66/14.1_BUD.97_LOK,4,ul. Nadgórników 16,Katowice,50.7 m²,2,7,812 550 zł,26.08.2025
246901_1.0003.AR_31.87/2.1_BUD.2_LOK,4,ul. Dworska 9A,Katowice,44.4 m²,2,4,476 578 zł,26.08.2025
246901_1.0005.AR_3.1283/55.1_BUD.5_LOK,4,ul. Morawa 28,Katowice,31.7 m²,2,2,138 000 zł,26.08.2025
246901_1.0003.AR_31.87/2.1_BUD.25_LOK,4,ul. Dworska 9A,Katowice,77.7 m²,3,4,747 340 zł,26.08.2025
246901_1.0003.AR_31.87/2.1_BUD.23_LOK,4,ul. Dworska 9B,Katowice,48.5 m²,3,4,563 305 zł,26.08.2025
246901_1.0001.AR_44.1/5.1_BUD.M7_LOK,4,ul. Henryka Szwana 6,Katowice,162.9 m²,5,4,1 603 770 zł,26.08.2025
106102_9.0027.298_BUD.8_LOK,1/1,Nad Sokołówką 11,Łódź,53.2 m²,2,3,486 172 zł,26.08.2025
106102_9.0027.298_BUD.37_LOK,1/1,Nad Sokołówką 11,Łódź,130.9 m²,5,9,1 702 220 zł,26.08.2025
106102_9.0027.297_BUD.43_LOK,1/1,Nad Sokołówką 11A,Łódź,56.9 m²,2,7,593 607 zł,26.08.2025
106102_9.0027.298_BUD.30_LOK,1/1,Nad Sokołówką 11,Łódź,63.2 m²,3,7,632 936 zł,25.08.2025
106102_9.0027.298_BUD.9_LOK,1/1,Nad Sokołówką 11,Łódź,63.4 m²,3,3,625 678 zł,25.08.2025
066301_1.0011.AR_5.69/20.1_BUD.105_LOK,1/1,Królowej Jadwigi 16,Lublin,63.3 m²,4,5,639 417 zł,25.08.2025
246901_1.0003.AR_31.87/2.1_BUD.26_LOK,4,ul. Dworska 9A,Katowice,44.9 m²,2,2,534 136 zł,25.08.2025
246901_1.0002.AR_54.13/1.1_BUD.79_LOK,4,ul. Przemysłowa 1,Katowice,47.0 m²,2,3,556 403 zł,25.08.2025
246901_1.0002.AR_54.13/1.1_BUD.95_LOK,4,ul. Przemysłowa 1,Katowice,39.5 m²,2,4,497 560 zł,25.08.2025
246901_1.0001.AR_25.42/2.1_BUD.15.26_LOK,4,ul. Zabrska 15,Katowice,49.4 m²,2,16,605 649 zł,25.08.2025
246901_1.0002.AR_23.23/31.3_BUD.121_LOK,4,Aleja Wojciecha Korfantego 99,Katowice,60.8 m²,3,,657 421 zł,25.08.2025
246901_1.0014.AR_1.4907/220.1_BUD.19_LOK,4,ul. Macieja Jargonia 19,Katowice,107.8 m²,4,1,995 000 zł,25.08.2025
246901_1.0003.AR_31.87/2.1_BUD.27_LOK,4,ul. Dworska 9B,Katowice,41.5 m²,2,2,488 940 zł,25.08.2025
126102_9.0043.1208/15.2_BUD.2_LOK,1/1,Siewna 2,Kraków,62.6 m²,4,2,768 691 zł,25.08.2025
126102_9.0030.8/2.1_BUD.15_LOK,1/1,Zygmunta Glogera 32,Kraków,68.4 m²,4,3,1 059 000 zł,25.08.2025
126102_9.0029.558/18.1_BUD.8_LOK,1/1,Papierni Prądnickich 71,Kraków,30.8 m²,2,2,520 800 zł,25.08.2025
126102_9.0029.558/18.1_BUD.1013_LOK,1/1,Papierni Prądnickich 73,Kraków,52.5 m²,3,4,794 911 zł,25.08.2025
126102_9.0029.558/18.1_BUD.42_LOK,1/1,Papierni Prądnickich 71,Kraków,56.0 m²,3,5,856 738 zł,25.08.2025
126102_9.0029.558/18.1_BUD.4_LOK,1/1,Papierni Prądnickich 71,Kraków,34.8 m²,2,2,572 618 zł,25.08.2025
226201_1.0028.266_BUD.32_LOK,1/1,Małokacka 2,Gdynia,80.8 m²,0,9,1 207 000 zł,25.08.2025
226201_1.0011.3358_BUD.8_LOK,1/1,Leona Staniszewskiego 21,Gdynia,60.8 m²,0,2,516 027 zł,25.08.2025
226201_1.0014.2229_BUD.27_LOK,1/1,Zbigniewa Kupca 3,Gdynia,61.3 m²,0,3,664 884 zł,25.08.2025
226201_1.0014.2229_BUD.48_LOK,1/1,Zbigniewa Kupca 3,Gdynia,75.0 m²,0,5,863 276 zł,25.08.2025
226201_1.0011.3326_BUD.2_LOK,1/1,Kormorana 86,Gdynia,137.6 m²,0,1,984 988 zł,25.08.2025
226201_1.0014.2229_BUD.37_LOK,1/1,Zbigniewa Kupca 3,Gdynia,55.0 m²,0,4,653 234 zł,25.08.2025
226201_1.0014.2229_BUD.50_LOK,1/1,Zbigniewa Kupca 3,Gdynia,42.3 m²,0,5,519 865 zł,25.08.2025
226201_1.0014.2229_BUD.45_LOK,1/1,Zbigniewa Kupca 3,Gdynia,44.5 m²,0,5,524 818 zł,25.08.2025
226201_1.0014.2229_BUD.49_LOK,1/1,Zbigniewa Kupca 3,Gdynia,55.0 m²,0,5,659 930 zł,25.08.2025
226201_1.0022.2576_BUD.11_LOK,1/1,Bernadowska 2,Gdynia,68.3 m²,0,2,1 611 155 zł,25.08.2025
226201_1.0011.3349_BUD.13_LOK,1/1,Jana Kazimierza 3,Gdynia,43.9 m²,0,2,376 763 zł,25.08.2025
226201_1.0026.1566_BUD.28_LOK,1/1,św. Piotra 6,Gdynia,35.5 m²,0,2,645 560 zł,22.08.2025
226201_1.0025.1277_BUD.55_LOK,1/1,Legionów 118,Gdynia,153.4 m²,0,9,3 251 403 zł,22.08.2025
226201_1.0030.1442_BUD.8_LOK,1/1,Gabriela Narutowicza 22,Gdynia,56.1 m²,0,2,1 260 000 zł,22.08.2025
226201_1.0028.266_BUD.9_LOK,1/1,Małokacka 2,Gdynia,67.0 m²,0,4,985 600 zł,22.08.2025
226201_1.0025.1279_BUD.19_LOK,1/1,Legionów 120C,Gdynia,49.4 m²,0,5,905 000 zł,22.08.2025
246901_1.0002.AR_66.108/34.1_BUD.62_LOK,4,ul. Ceglana 61,Katowice,29.5 m²,1,7,427 500 zł,22.08.2025
246901_1.0002.AR_54.13/1.1_BUD.60_LOK,4,ul. Przemysłowa 1,Katowice,38.2 m²,2,1,488 355 zł,22.08.2025
246901_1.0002.AR_29.66/14.1_BUD.153_LOK,4,ul. Nadgórników 16,Katowice,77.0 m²,3,11,1 141 507 zł,22.08.2025
246901_1.0002.AR_54.13/1.1_BUD.126_LOK,4,ul. Przemysłowa 1,Katowice,26.8 m²,1,2,373 325 zł,22.08.2025
286201_1.0014.148_BUD.134_LOK,1/1,Poprzeczna 32,Olsztyn,46.5 m²,0,5,412 745 zł,22.08.2025
126104_9.0009.345/1.1_BUD.76_LOK,1/1,Pychowicka 3C,Kraków,36.7 m²,2,4,676 889 zł,22.08.2025
126102_9.0029.558/18.1_BUD.1023_LOK,1/1,Papierni Prądnickich 73,Kraków,52.5 m²,3,2,783 136 zł,22.08.2025
126102_9.0029.558/18.1_BUD.39_LOK,1/1,Papierni Prądnickich 71,Kraków,55.8 m²,3,4,875 021 zł,22.08.2025
126104_9.0041.309/2.2_BUD.34_LOK,1/1,Jana Kantego Federowicza 23,Kraków,48.4 m²,2,3,650 000 zł,22.08.2025
126105_9.0022.436.3_BUD.20_LOK,1/1,Dominikanów 28,Kraków,55.1 m²,3,2,988 800 zł,21.08.2025
126104_9.0009.345/1.1_BUD.40_LOK,1/1,Pychowicka 3C,Kraków,67.9 m²,4,1,1 080 000 zł,21.08.2025
126104_9.0009.345/1.1_BUD.10_LOK,1/1,Pychowicka 3C,Kraków,51.4 m²,3,3,907 680 zł,21.08.2025
126102_9.0029.558/18.1_BUD.1071_LOK,1/1,Papierni Prądnickich 75,Kraków,58.1 m²,3,5,890 458 zł,21.08.2025
126102_9.0029.558/18.1_BUD.1044_LOK,1/1,Papierni Prądnickich 75,Kraków,52.7 m²,3,2,768 070 zł,21.08.2025
126102_9.0029.558/18.1_BUD.1047_LOK,1/1,Papierni Prądnickich 75,Kraków,38.4 m²,2,3,662 352 zł,21.08.2025
126102_9.0029.558/18.1_BUD.36_LOK,1/1,Papierni Prądnickich 71,Kraków,55.9 m²,3,3,858 699 zł,21.08.2025
126104_9.0018.93/1.1_BUD.9_LOK,1/1,Lasówka 30,Kraków,51.0 m²,3,3,675 875 zł,21.08.2025
126105_9.0050.61.1_BUD.6_LOK,1/1,Iwony Borowickiej 7,Kraków,67.8 m²,3,3,467 068 zł,21.08.2025
126102_9.0004.1019.1_BUD.115_LOK,1/1,Al. Aleja Kijowska 5,Kraków,68.7 m²,3,2,1 220 000 zł,21.08.2025
226201_1.0014.2229_BUD.58_LOK,1/1,Zbigniewa Kupca 3,Gdynia,42.2 m²,0,6,521 220 zł,21.08.2025
226201_1.0014.2229_BUD.54_LOK,1/1,Zbigniewa Kupca 3,Gdynia,50.6 m²,0,5,565 653 zł,21.08.2025
226201_1.0014.2229_BUD.51_LOK,1/1,Zbigniewa Kupca 3,Gdynia,61.2 m²,0,5,727 951 zł,21.08.2025
226201_1.0014.2229_BUD.35_LOK,1/1,Zbigniewa Kupca 3,Gdynia,65.3 m²,0,4,685 248 zł,21.08.2025
226201_1.0014.2229_BUD.11_LOK,1/1,Zbigniewa Kupca 3,Gdynia,65.5 m²,0,2,689 496 zł,21.08.2025
226201_1.0011.3333_BUD.5_LOK,1/1,Władysława Wagnera 32,Gdynia,55.7 m²,0,1,658 353 zł,21.08.2025
246901_1.0002.AR_54.13/1.1_BUD.26_LOK,4,ul. Przemysłowa 1,Katowice,26.7 m²,1,3,323 433 zł,21.08.2025
246901_1.0002.AR_54.13/1.1_BUD.146_LOK,4,ul. Przemysłowa 1,Katowice,42.3 m²,2,4,552 600 zł,21.08.2025
246901_1.0002.AR_54.13/1.1_BUD.38_LOK,4,ul. Przemysłowa 1,Katowice,26.8 m²,1,4,328 737 zł,21.08.2025
246901_1.0002.AR_54.13/1.1_BUD.72_LOK,4,ul. Przemysłowa 1,Katowice,39.2 m²,2,2,495 520 zł,21.08.2025
246901_1.0003.AR_90.15/6.2_BUD.89_LOK,4,ul. Medyków 34,Katowice,59.8 m²,2,7,672 000 zł,21.08.2025
246901_1.0003.AR_90.15/6.2_BUD.73_LOK,4,ul. Medyków 34,Katowice,54.2 m²,3,5,585 360 zł,21.08.2025
106102_9.0027.297_BUD.6_LOK,1/1,Nad Sokołówką 11A,Łódź,69.2 m²,3,2,675 969 zł,21.08.2025
106102_9.0027.298_BUD.3_LOK,1/1,Nad Sokołówką 11,Łódź,63.0 m²,2,2,432 250 zł,20.08.2025
106102_9.0027.297_BUD.48_LOK,1/1,Nad Sokołówką 11A,Łódź,55.9 m²,2,8,550 972 zł,20.08.2025
106102_9.0027.297_BUD.52_LOK,1/1,Nad Sokołówką 11A,Łódź,52.1 m²,2,9,632 770 zł,20.08.2025
246901_1.0002.AR_1.7/2.1_BUD.22_LOK,4,ul. Bytkowska 115,Katowice,69.4 m²,3,4,757 456 zł,20.08.2025
246901_1.0002.AR_1.7/4.1_BUD.M25_LOK,4,ul. Bytkowska 113,Katowice,38.1 m²,2,4,452 291 zł,20.08.2025
246901_1.0002.AR_54.13/1.1_BUD.192_LOK,4,ul. Przemysłowa 1,Katowice,46.3 m²,2,2,631 892 zł,20.08.2025
246901_1.0002.AR_54.13/1.1_BUD.236_LOK,4,ul. Przemysłowa 1,Katowice,45.2 m²,2,5,617 925 zł,20.08.2025
246901_1.0002.AR_1.7/4.1_BUD.23_LOK,4,ul. Bytkowska 113,Katowice,41.6 m²,2,4,511 330 zł,20.08.2025
246901_1.0002.AR_66.86/53.1_BUD.143_LOK,4,ul. Meteorologów 35,Katowice,57.8 m²,3,3,589 124 zł,20.08.2025
246901_1.0002.AR_66.86/53.1_BUD.144_LOK,4,ul. Meteorologów 35,Katowice,85.8 m²,4,4,747 079 zł,20.08.2025
046301_1.0056.314_BUD.31_LOK,1/1,Lubicka 67,Toruń,72.8 m²,4,4,399 000 zł,20.08.2025
026401_1.0059.AR_26.37/7.1_BUD.1_LOK,1/1,Telimeny 18,Wrocław,63.0 m²,3,2,747 705 zł,20.08.2025
126105_9.0022.436.3_BUD.6_LOK,1/1,Dominikanów 28,Kraków,39.5 m²,2,1,698 000 zł,20.08.2025
126104_9.0041.309/2.2_BUD.35_LOK,1/1,Jana Kantego Federowicza 23,Kraków,55.9 m²,3,3,755 000 zł,20.08.2025
126105_9.0017.49/1.3_BUD.52_LOK,1/1,Prochowa 8A,Kraków,84.7 m²,3,5,2 150 501 zł,20.08.2025
